rssi_dbm,snr_db,distance_m,source
-107,4.80,2938.07,salvora_gw2
-114,0.20,5004.1,salvora_gw3
-120,-13.20,425.27,salvora_gw1
-109,5.50,2949.2,salvora_gw2
-115,0.20,5012.39,salvora_gw3
-108,8.20,2949.2,salvora_gw2
-119,-5.00,5012.39,salvora_gw3
-120,-11.20,401.1,salvora_gw1
-109,7.80,2975.39,salvora_gw2
-117,-0.80,5034.52,salvora_gw3
-117,-0.50,391.81,salvora_gw1
-107,9.80,2986.83,salvora_gw2
-115,1.50,5047.22,salvora_gw3
-108,4.20,391.13,salvora_gw1
-109,4.00,2987.82,salvora_gw2
-117,-3.80,5048.6,salvora_gw3
-102,7.20,390.12,salvora_gw1
-110,4.00,2988.92,salvora_gw2
-115,-1.80,5049.48,salvora_gw3
-95,11.00,386.75,salvora_gw1
-107,8.20,2993.11,salvora_gw2
-115,0.20,5054.01,salvora_gw3
-101,12.80,385.74,salvora_gw1
-109,8.00,2994.21,salvora_gw2
-120,-9.00,5054.89,salvora_gw3
-105,11.50,341.6,salvora_gw1
-110,8.00,3041.15,salvora_gw2
-115,0.20,5089.05,salvora_gw3
-91,13.50,340.24,salvora_gw1
-112,5.00,3042.36,salvora_gw2
-115,0.00,5089.44,salvora_gw3
-102,4.80,339.19,salvora_gw1
-118,-5.20,3045.11,salvora_gw2
-103,5.00,339.19,salvora_gw1
-119,-4.50,3045.11,salvora_gw2
-103,9.00,305.55,salvora_gw1
-120,-7.50,3073.7,salvora_gw2
-102,9.50,305.55,salvora_gw1
-119,-5.00,3073.7,salvora_gw2
-102,11.50,305.19,salvora_gw1
-119,-5.00,3073.82,salvora_gw2
-102,11.80,305.19,salvora_gw1
-120,-4.80,3073.82,salvora_gw2
-95,9.00,305.19,salvora_gw1
-109,4.20,3073.82,salvora_gw2
-90,8.00,304.82,salvora_gw1
-115,0.50,3073.93,salvora_gw2
-119,-7.20,5099.74,salvora_gw3
-89,12.50,305.29,salvora_gw1
-90,11.50,306.04,salvora_gw1
-120,-7.80,3074.35,salvora_gw2
-120,-9.80,5103.57,salvora_gw3
-89,15.00,301.5,salvora_gw1
-119,-5.50,5123.1,salvora_gw3
-90,13.50,301.5,salvora_gw1
-118,-3.50,5123.1,salvora_gw3
-104,5.80,286.51,salvora_gw1
-108,4.80,285.14,salvora_gw1
-119,-7.50,3099.22,salvora_gw2
-102,12.20,279.65,salvora_gw1
-119,-8.20,3104.08,salvora_gw2
-114,-5.00,278.68,salvora_gw1
-105,9.20,220.92,salvora_gw1
-99,12.80,220.92,salvora_gw1
-95,8.20,216.38,salvora_gw1
-120,-15.80,5173.66,salvora_gw3
-95,7.50,216.38,salvora_gw1
-119,-14.00,3171.97,salvora_gw2
-119,-15.20,5173.66,salvora_gw3
-92,12.50,205.13,salvora_gw1
-120,-14.50,3188.04,salvora_gw2
-100,9.80,204.27,salvora_gw1
-119,-8.20,3189.14,salvora_gw2
-95,14.50,202.89,salvora_gw1
-120,-5.20,3190.35,salvora_gw2
-91,13.20,197.37,salvora_gw1
-80,8.00,195.66,salvora_gw1
-115,-0.20,3197.41,salvora_gw2
-92,8.20,188.38,salvora_gw1
-119,-3.80,3206.34,salvora_gw2
-91,12.00,188.38,salvora_gw1
-120,-9.00,3206.34,salvora_gw2
-93,14.20,187,salvora_gw1
-120,-8.20,3207.55,salvora_gw2
-89,13.80,131.23,salvora_gw1
-118,-1.80,3257.34,salvora_gw2
-84,13.80,123.72,salvora_gw1
-105,5.20,122.38,salvora_gw1
-87,8.50,121.66,salvora_gw1
-84,10.50,118.83,salvora_gw1
-84,12.20,103.71,salvora_gw1
-97,14.20,103.71,salvora_gw1
-88,13.20,103.71,salvora_gw1
-90,10.80,134.02,salvora_gw1
-91,13.80,134.9,salvora_gw1
-92,13.50,134.9,salvora_gw1
-91,7.80,134.9,salvora_gw1
-115,0.00,3255.64,salvora_gw2
-81,10.80,134.9,salvora_gw1
-119,-5.20,3255.64,salvora_gw2
-80,9.00,134.9,salvora_gw1
-118,-5.50,3255.64,salvora_gw2
-119,-15.00,5220.6,salvora_gw3
-120,-14.00,5221.03,salvora_gw3
-95,14.00,132.95,salvora_gw1
-90,11.50,132.38,salvora_gw1
-118,-3.50,3257.1,salvora_gw2
-74,8.50,128.69,salvora_gw1
-119,-9.00,5215.4,salvora_gw3
-55,10.20,91.6,salvora_gw1
-119,-9.50,5210.24,salvora_gw3
-70,9.80,91.15,salvora_gw1
-120,-17.50,3281.27,salvora_gw2
-59,12.00,90.22,salvora_gw1
-120,-9.80,3282.37,salvora_gw2
-71,15.50,79.39,salvora_gw1
-77,14.00,47.94,salvora_gw1
-118,-4.00,5225.19,salvora_gw3
-55,10.20,46.99,salvora_gw1
-85,7.80,38.66,salvora_gw1
-115,0.00,3329.66,salvora_gw2
-77,13.50,37.74,salvora_gw1
-120,-12.50,3330.75,salvora_gw2
-89,12.00,1136.6,salvora_gw1
-91,12.50,1126.59,salvora_gw1
-80,9.50,1127.72,salvora_gw1
-94,3.80,1135.62,salvora_gw1
-121,-14.80,4484.83,salvora_gw2
-120,-22.80,6234.12,salvora_gw3
-75,10.50,1135.62,salvora_gw1
-121,-11.80,4484.83,salvora_gw2
-120,-15.20,6234.12,salvora_gw3
-70,14.20,1134.42,salvora_gw1
-120,-13.50,4484.22,salvora_gw2
-120,-15.20,6231.2,salvora_gw3
-58,12.50,1134.42,salvora_gw1
-71,13.80,1134.4,salvora_gw1
-87,5.80,1136.58,salvora_gw1
-85,10.00,1136.58,salvora_gw1
-118,-2.50,4486.82,salvora_gw2
-55,10.50,1135.46,salvora_gw1
-117,-2.00,4485.82,salvora_gw2
-120,-14.00,6230.25,salvora_gw3
-70,9.80,1135.46,salvora_gw1
-119,-12.20,4485.82,salvora_gw2
-119,-15.80,6230.25,salvora_gw3
-81,14.20,1135.46,salvora_gw1
-121,-13.00,4485.82,salvora_gw2
-80,13.20,1134.46,salvora_gw1
-82,13.20,1133.34,salvora_gw1
-72,9.00,1133.36,salvora_gw1
-90,8.20,1133.36,salvora_gw1
-92,11.80,1134.47,salvora_gw1
-85,10.00,1162.18,salvora_gw1
-120,-13.50,4512.01,salvora_gw2
-83,10.20,1162.2,salvora_gw1
-101,12.20,1179.12,salvora_gw1
-98,7.50,1180.23,salvora_gw1
-119,-17.80,4528.3,salvora_gw2
-85,5.80,1201.66,salvora_gw1
-119,-18.00,4548.14,salvora_gw2
-94,11.20,1201.66,salvora_gw1
-120,-15.50,4548.14,salvora_gw2
-105,9.20,1248.13,salvora_gw1
-99,11.20,1249.24,salvora_gw1
-119,-11.00,6338.53,salvora_gw3
-98,13.00,1253.66,salvora_gw1
-88,9.00,1253.66,salvora_gw1
-119,-4.50,6342.08,salvora_gw3
-97,8.50,1253.64,salvora_gw1
-119,-5.00,6341.7,salvora_gw3
-84,14.20,1255.74,salvora_gw1
-107,8.50,6341.38,salvora_gw3
-103,9.80,1273.18,salvora_gw1
-113,3.20,6343.52,salvora_gw3
-82,14.20,1273.18,salvora_gw1
-114,2.80,6343.52,salvora_gw3
-83,13.20,1276.53,salvora_gw1
-118,-3.00,6343.84,salvora_gw3
-90,9.00,1276.53,salvora_gw1
-118,-4.00,6343.84,salvora_gw3
-113,2.50,1277.65,salvora_gw1
-117,-4.80,6344.46,salvora_gw3
-115,-0.50,1277.65,salvora_gw1
-118,-5.80,6344.46,salvora_gw3
-115,1.00,1260.97,salvora_gw1
-115,-1.80,1251.18,salvora_gw1
-119,-7.00,6312.46,salvora_gw3
-115,-1.80,1251.18,salvora_gw1
-117,-0.20,1250.11,salvora_gw1
-118,-4.80,6310.72,salvora_gw3
-119,-8.80,6310.35,salvora_gw3
-117,-2.50,6295.45,salvora_gw3
-118,-8.00,1240.47,salvora_gw1
-114,2.00,6295.45,salvora_gw3
-119,-5.00,6295.07,salvora_gw3
-115,-4.00,1225.06,salvora_gw1
-114,1.80,6279.73,salvora_gw3
-118,-14.20,1223.98,salvora_gw1
-114,1.00,6278.36,salvora_gw3
-120,-12.80,1193.6,salvora_gw1
-117,-2.80,6243.17,salvora_gw3
-113,4.50,1190.48,salvora_gw1
-108,7.20,1185.38,salvora_gw1
-121,-14.80,4546.53,salvora_gw2
-108,5.50,1185.44,salvora_gw1
-121,-13.50,4546.65,salvora_gw2
-108,8.50,1185.57,salvora_gw1
-120,-15.50,4546.89,salvora_gw2
-117,-0.80,6220.43,salvora_gw3
-111,4.50,1155.57,salvora_gw1
-115,-1.20,6175.09,salvora_gw3
-114,3.50,1154.46,salvora_gw1
-120,-11.20,4517.94,salvora_gw2
-115,2.80,6174.1,salvora_gw3
-109,7.20,1114.15,salvora_gw1
-115,0.50,6135.19,salvora_gw3
-102,5.50,1113.04,salvora_gw1
-120,-13.50,4476.95,salvora_gw2
-119,-7.20,6134.2,salvora_gw3
-105,5.20,1110.83,salvora_gw1
-120,-17.80,4474.76,salvora_gw2
-100,13.00,171.99,salvora_gw1
-120,-10.20,3321.77,salvora_gw2
-119,-7.00,5098.19,salvora_gw3
-112,5.20,171.04,salvora_gw1
-119,-9.80,5100.06,salvora_gw3
-102,11.00,170.11,salvora_gw1
-110,3.80,170.11,salvora_gw1
-120,-19.00,5101.93,salvora_gw3
-115,-0.50,169.21,salvora_gw1
-108,7.20,1135.95,salvora_gw1
-107,8.50,1138.16,salvora_gw1
-110,5.50,1139.27,salvora_gw1
-115,2.50,1140.37,salvora_gw1
-117,-9.20,1149.12,salvora_gw1
-118,-10.00,1223.39,salvora_gw1
-117,-0.80,1224.5,salvora_gw1
-115,1.50,1226.71,salvora_gw1
-115,-1.80,1287.19,salvora_gw1
-112,3.80,1289.41,salvora_gw1
-114,0.80,1291.57,salvora_gw1
-110,7.20,1383.71,salvora_gw1
-115,1.20,1384.82,salvora_gw1
-115,0.00,1388.15,salvora_gw1
-117,-0.50,1575.65,salvora_gw1
-115,0.00,1575.65,salvora_gw1
-115,-1.50,1571.22,salvora_gw1
-119,-5.50,1577.86,salvora_gw1
-115,-14.50,1577.86,salvora_gw1
-120,-15.00,1577.86,salvora_gw1
-120,-20.00,6628.29,salvora_gw3
-120,-20.00,6628.29,salvora_gw3
-120,-14.80,6628.65,salvora_gw3
-120,-5.80,1593.43,salvora_gw1
-120,-13.80,6630.64,salvora_gw3
-120,-21.80,1627.96,salvora_gw1
-117,-7.00,1539.22,salvora_gw1
-115,-11.20,1538.13,salvora_gw1
-120,-15.50,1600.28,salvora_gw1
-120,-18.80,1600.28,salvora_gw1
-119,-4.50,1600.28,salvora_gw1
-120,-8.80,1600.28,salvora_gw1
-120,-9.20,1601.41,salvora_gw1
-120,-9.00,1601.41,salvora_gw1
-119,-5.00,1602.52,salvora_gw1
-117,-9.80,1602.52,salvora_gw1
-120,-7.00,1602.52,salvora_gw1
-119,-13.50,1602.52,salvora_gw1
-120,-12.20,1601.42,salvora_gw1
-118,-11.50,1601.42,salvora_gw1
-119,-14.00,1595.73,salvora_gw1
-120,-13.80,1598,salvora_gw1
-119,-7.80,1593.43,salvora_gw1
-120,-14.80,1595.69,salvora_gw1
-118,-2.50,1598.3,salvora_gw1
-119,-5.80,1585.14,salvora_gw1
-118,-12.20,1584.06,salvora_gw1
-120,-7.80,1579.74,salvora_gw1
-118,-7.50,1577.56,salvora_gw1
-118,-8.20,1553.65,salvora_gw1
-113,3.20,1552.59,salvora_gw1
-105,8.50,1394.88,salvora_gw1
-107,10.00,1393.84,salvora_gw1
-104,10.80,1392.8,salvora_gw1
-115,-8.20,1375.73,salvora_gw1
-107,5.50,1374.7,salvora_gw1
-113,4.20,1366,salvora_gw1
-107,7.00,1364.89,salvora_gw1
-102,12.80,1301.06,salvora_gw1
-101,12.00,1299.96,salvora_gw1
-102,5.00,1298.95,salvora_gw1
-104,7.00,1281.58,salvora_gw1
-97,10.00,1280.48,salvora_gw1
-100,11.20,1265.31,salvora_gw1
-92,13.50,1264.35,salvora_gw1
-91,11.50,1264.64,salvora_gw1
-100,5.00,1261.35,salvora_gw1
-101,5.20,1261.5,salvora_gw1
-99,13.00,1282.42,salvora_gw1
-92,12.50,1283.89,salvora_gw1
-101,10.80,1286.08,salvora_gw1
-113,5.00,1296.9,salvora_gw1
-114,-3.80,1297.11,salvora_gw1
-111,3.00,1309,salvora_gw1
-105,8.50,1308.38,salvora_gw1
-107,8.00,1308.83,salvora_gw1
-92,15.80,1315.35,salvora_gw1
-104,10.20,1320.1,salvora_gw1
-110,1.20,1320.39,salvora_gw1
-112,3.20,1320.96,salvora_gw1
-110,7.00,1331.48,salvora_gw1
-114,2.00,1318.24,salvora_gw1
-113,4.00,1318.89,salvora_gw1
-110,5.80,1318.19,salvora_gw1
-118,-4.80,1319.09,salvora_gw1
-120,-17.50,4525.8,salvora_gw2
-120,-11.20,4480.18,salvora_gw2
-121,-11.80,4477.96,salvora_gw2
-114,3.80,1341.26,salvora_gw1
-114,1.00,1341.26,salvora_gw1
-115,-0.80,1304.21,salvora_gw1
-120,-7.80,1304.98,salvora_gw1
-119,-7.00,1305.76,salvora_gw1
-120,-9.20,4468.09,salvora_gw2
-115,0.50,4465.49,salvora_gw2
-105,10.20,1342.46,salvora_gw1
-112,5.00,4463.19,salvora_gw2
-115,-1.00,1342.89,salvora_gw1
-115,1.20,4463.22,salvora_gw2
-117,-1.20,1344.18,salvora_gw1
-108,7.20,4463.29,salvora_gw2
-118,-3.80,1345.32,salvora_gw1
-112,4.20,4461.25,salvora_gw2
-111,4.00,758.65,salvora_gw1
-113,3.50,3252.36,salvora_gw2
-111,7.20,768.06,salvora_gw1
-104,12.20,3248.46,salvora_gw2
-117,-5.00,772.35,salvora_gw1
-105,10.00,3246.49,salvora_gw2
-107,4.80,776.77,salvora_gw1
-107,4.80,3243.42,salvora_gw2
-105,7.50,813.39,salvora_gw1
-119,-2.50,3247.08,salvora_gw2
-114,2.80,1367.96,salvora_gw1
-112,5.50,4409.21,salvora_gw2
-103,10.00,4411.58,salvora_gw2
-111,5.50,1371.22,salvora_gw1
-102,11.50,4411.58,salvora_gw2
-103,11.50,1376.99,salvora_gw1
-115,3.50,4414.2,salvora_gw2
-113,3.20,1402.73,salvora_gw1
-113,3.20,4425.08,salvora_gw2
-120,-14.80,6644.46,salvora_gw3
-109,5.80,1403.76,salvora_gw1
-112,1.80,4425.19,salvora_gw2
-120,-14.50,6645.39,salvora_gw3
-107,7.00,1405.29,salvora_gw1
-117,-0.20,4425.37,salvora_gw2
-107,9.00,1405.29,salvora_gw1
-113,4.80,4425.37,salvora_gw2
-120,-11.20,6646.8,salvora_gw3
-115,2.80,1419.15,salvora_gw1
-114,4.80,4413.9,salvora_gw2
-109,7.20,956.91,salvora_gw1
-118,-2.20,3288.84,salvora_gw2
-115,-4.80,958.55,salvora_gw1
-115,-1.00,3289.04,salvora_gw2
-120,-18.80,5793.91,salvora_gw3
-115,-5.80,959.43,salvora_gw1
-117,0.20,961.07,salvora_gw1
-114,3.80,3288.23,salvora_gw2
-115,0.50,975.11,salvora_gw1
-117,0.50,3287.71,salvora_gw2
-115,-1.00,961.24,salvora_gw1
-115,0.80,3243.68,salvora_gw2
-115,1.00,961.24,salvora_gw1
-115,1.50,3243.68,salvora_gw2
-119,-5.50,961.24,salvora_gw1
-120,-8.50,3243.68,salvora_gw2
-104,7.20,1251.23,salvora_gw1
-120,-15.20,3227.55,salvora_gw2
-113,3.00,992.25,salvora_gw1
-120,-15.80,3251.38,salvora_gw2
-120,-7.80,1058.72,salvora_gw1
-121,-15.00,3301.96,salvora_gw2
-120,-8.80,1058.61,salvora_gw1
-121,-18.50,3270.18,salvora_gw2
-119,-5.50,1064.01,salvora_gw1
-120,-15.20,3284.56,salvora_gw2
-120,-18.00,3299.88,salvora_gw2
-120,-20.20,4427.94,salvora_gw2
-120,-20.00,3320.29,salvora_gw2
-120,-21.20,4424.67,salvora_gw2
-119,-4.20,768.64,salvora_gw1
-115,1.00,3226.72,salvora_gw2
-90,9.00,696.45,salvora_gw1
-94,7.50,2678.3,salvora_gw2
-104,-8.50,4691.32,salvora_gw3
-92,8.20,680.92,salvora_gw1
-94,8.00,2692.33,salvora_gw2
-114,1.80,4707.64,salvora_gw3
-91,7.50,687.65,salvora_gw1
-94,7.00,2686.12,salvora_gw2
-113,2.50,4701.01,salvora_gw3
-92,8.00,686.81,salvora_gw1
-93,8.00,2686.84,salvora_gw2
-113,1.00,4702.01,salvora_gw3
-89,9.00,653.68,salvora_gw1
-95,7.00,2717.65,salvora_gw2
-115,1.00,4734.47,salvora_gw3
-88,8.80,687.6,salvora_gw1
-95,8.00,2686.5,salvora_gw2
-105,-10.80,4699.84,salvora_gw3
-88,9.00,812.95,salvora_gw1
-95,7.80,2562.47,salvora_gw2
-104,-11.50,4607.52,salvora_gw3
-88,8.50,688.49,salvora_gw1
-94,7.20,2685.3,salvora_gw2
-114,0.80,4700.35,salvora_gw3
-88,8.20,826.7,salvora_gw1
-95,7.80,2545.95,salvora_gw2
-115,0.20,4609.03,salvora_gw3
-89,9.80,695.12,salvora_gw1
-94,7.20,2680.12,salvora_gw2
-115,-0.50,4690.61,salvora_gw3
-89,9.00,686.8,salvora_gw1
-95,8.50,2686.98,salvora_gw2
-115,0.20,4701.57,salvora_gw3
-89,11.20,693.48,salvora_gw1
-95,9.00,2681.27,salvora_gw2
-115,1.00,4693.44,salvora_gw3
-89,9.20,676.34,salvora_gw1
-95,8.50,2696.4,salvora_gw2
-115,0.20,4712.84,salvora_gw3
-95,9.00,2700.61,salvora_gw2
-115,0.00,4711.14,salvora_gw3
-88,8.50,675.71,salvora_gw1
-94,7.00,2698.27,salvora_gw2
-115,-0.80,4708.71,salvora_gw3
-89,8.00,687.68,salvora_gw1
-94,7.50,2685.87,salvora_gw2
-115,-1.20,4701.79,salvora_gw3
-88,8.20,681.89,salvora_gw1
-94,7.00,2691.68,salvora_gw2
-115,-0.20,4705.82,salvora_gw3
-89,9.50,667.1,salvora_gw1
-93,8.50,2711.59,salvora_gw2
-104,-12.00,4700.39,salvora_gw3
-90,10.00,689.02,salvora_gw1
-97,7.00,2684.14,salvora_gw2
-115,0.00,4702.26,salvora_gw3
-88,8.00,652.69,salvora_gw1
-95,5.80,2716.77,salvora_gw2
-115,-0.20,4743.92,salvora_gw3
-90,10.20,676.74,salvora_gw1
-97,7.20,2696.16,salvora_gw2
-115,0.50,4711.98,salvora_gw3
-89,9.50,653.6,salvora_gw1
-97,5.80,2717.71,salvora_gw2
-115,1.00,4734.63,salvora_gw3
-89,10.00,686.85,salvora_gw1
-95,7.80,2686.6,salvora_gw2
-104,-11.20,4702.75,salvora_gw3
-89,10.80,669.97,salvora_gw1
-95,7.00,2701.06,salvora_gw2
-115,1.00,4724.36,salvora_gw3
-89,9.20,682.74,salvora_gw1
-95,7.20,2690.75,salvora_gw2
-115,0.00,4705.51,salvora_gw3
-88,7.80,685.88,salvora_gw1
-95,7.00,2687.64,salvora_gw2
-115,0.50,4703.2,salvora_gw3
-89,8.50,684.33,salvora_gw1
-95,8.00,2688.9,salvora_gw2
-115,0.80,4705.32,salvora_gw3
-89,9.20,667.06,salvora_gw1
-95,7.00,2705.27,salvora_gw2
-115,0.80,4720.97,salvora_gw3
-90,10.50,689.29,salvora_gw1
-95,8.00,2684.88,salvora_gw2
-115,0.50,4698.42,salvora_gw3
-89,9.00,685.85,salvora_gw1
-95,7.50,2687.79,salvora_gw2
-115,0.00,4702.72,salvora_gw3
-89,9.50,687.1,salvora_gw1
-95,7.80,2687.63,salvora_gw2
-115,-0.20,4698.02,salvora_gw3
-89,8.50,689.48,salvora_gw1
-95,7.20,2683.54,salvora_gw2
-115,0.00,4702.52,salvora_gw3
-89,8.80,677.96,salvora_gw1
-94,7.20,2695.23,salvora_gw2
-105,-11.00,4710,salvora_gw3
-88,8.00,675.25,salvora_gw1
-94,7.20,2699.07,salvora_gw2
-115,0.00,4707.85,salvora_gw3
-89,8.50,691.06,salvora_gw1
-94,5.80,2680.67,salvora_gw2
-115,0.50,4706.56,salvora_gw3
-88,7.50,687.78,salvora_gw1
-94,7.50,2685.24,salvora_gw2
-115,-0.80,4703.7,salvora_gw3
-90,8.20,811.9,salvora_gw1
-95,8.50,2565.05,salvora_gw2
-115,1.00,4602.94,salvora_gw3
-89,10.50,682.49,salvora_gw1
-95,7.50,2690.93,salvora_gw2
-115,1.00,4705.95,salvora_gw3
-89,8.80,692.71,salvora_gw1
-94,8.00,2681.35,salvora_gw2
-105,-12.00,4696.4,salvora_gw3
-89,8.20,687.25,salvora_gw1
-95,5.20,2686.36,salvora_gw2
-114,-0.20,4701.88,salvora_gw3
-97,8.50,674.96,salvora_gw1
-113,3.00,2690.51,salvora_gw2
-107,4.20,4761.5,salvora_gw3
-118,-1.50,2663.85,salvora_gw2
-121,-17.20,561.91,salvora_gw1
-120,-15.80,5302.23,salvora_gw3
-120,-15.00,3237.12,salvora_gw2
-121,-10.80,776.16,salvora_gw1
-109,3.50,3230.18,salvora_gw2
-120,-14.80,787.34,salvora_gw1
-110,5.80,3237.39,salvora_gw2
-108,3.20,3230.93,salvora_gw2
-120,-15.80,796.35,salvora_gw1
-110,3.50,3233.23,salvora_gw2
-120,-15.20,820.88,salvora_gw1
-110,3.80,3235.89,salvora_gw2
-118,-15.50,782.95,salvora_gw1
-108,3.80,3226.77,salvora_gw2
-120,-14.00,770.99,salvora_gw1
-107,4.50,3231.22,salvora_gw2
-121,-12.50,771.45,salvora_gw1
-109,4.80,3231.27,salvora_gw2
-121,-12.00,770.39,salvora_gw1
-105,4.20,3245.16,salvora_gw2
-120,-10.50,792.88,salvora_gw1
-108,3.80,3236.92,salvora_gw2
-120,-20.00,773.36,salvora_gw1
-109,4.80,3236.4,salvora_gw2
-120,-14.00,786.23,salvora_gw1
-109,4.50,3233.39,salvora_gw2
-120,-13.00,779.46,salvora_gw1
-105,4.00,3241.47,salvora_gw2
-120,-13.50,772.7,salvora_gw1
-109,3.20,3232.61,salvora_gw2
-121,-10.20,776.81,salvora_gw1
-110,5.80,3226.82,salvora_gw2
-120,-13.50,784.06,salvora_gw1
-110,4.50,3242.46,salvora_gw2
-119,-13.50,777.09,salvora_gw1
-109,4.80,3226.08,salvora_gw2
-119,-5.80,900.44,salvora_gw1
-118,-3.20,2483.9,salvora_gw2
-119,-15.20,4519.67,salvora_gw3
-117,-3.80,897.93,salvora_gw1
-118,-5.50,2487.37,salvora_gw2
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.2,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-57,7.95,3.5,mukut_hardware
-57,7.95,3.5,mukut_hardware
-57,7.95,3.7,mukut_hardware
-57,7.95,3.7,mukut_hardware
-57,7.95,3.6,mukut_hardware
-57,7.95,3.5,mukut_hardware
-56,8.10,3.4,mukut_hardware
-57,7.95,3.5,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-57,7.95,3.5,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-57,7.95,3.5,mukut_hardware
-57,7.95,3.6,mukut_hardware
-57,7.95,3.6,mukut_hardware
-57,7.95,3.6,mukut_hardware
-57,7.95,3.5,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.4,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.2,mukut_hardware
-55,8.25,3.1,mukut_hardware
-55,8.25,3.2,mukut_hardware
-56,8.10,3.2,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
-56,8.10,3.3,mukut_hardware
